WH,WH-Bigram,WH-POS,WH-NBOR-POS,Root-POS,Class
that,what was that had,WDT,VBD,VBD,ENTY
who,who were,WP,VBD,VBD,HUM
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
who,who built,WP,VBD,VBD,HUM
what,what southeast,WDT,JJ,VBZ,LOC
what,what italian,WDT,JJ,VBD,LOC
what,what color,WDT,NN,VBN,ENTY
what,what is,WP,VBZ,VBZ,ENTY
,,,,VB,HUM
,,,,VB,ENTY
what,what movie,WP,NN,VBN,ENTY
what,what is,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,LOC
what,what are,WP,VBP,VBN,ENTY
what,what ratio,WDT,NN,NN,NUM
how,how many,WRB,JJ,VBP,NUM
what,what famous,WP,JJ,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,NUM
how,how do,WRB,VBP,VB,DESC
what,what is,WP,VBZ,VBZ,LOC
why,why is,WRB,VBZ,VBZ,DESC
what,what century,WDT,NN,VB,NUM
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what year,WDT,NN,VBD,NUM
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,NUM
what,what does,WP,VBZ,NN,ABBR
what,what avenue,WDT,NN,VBZ,LOC
where,where does,WRB,VBZ,VB,LOC
where,where was,WRB,VBD,VBD,LOC
how,how far,WRB,RB,VBZ,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,HUM
that,who is that is,WDT,VBZ,VBZ,HUM
what,what powdered,WP,VBD,VBD,ENTY
what,what did,WP,VBD,NN,ENTY
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBP,NUM
who,who sang,WP,VBD,VBD,HUM
what,what ways,WDT,NNS,NN,ENTY
how,how much,WRB,JJ,VB,NUM
what,what country,WP,NN,VBZ,LOC
what,what sport,WDT,NN,VBN,ENTY
who,who was who forged,WP,VBD,VBD,HUM
who,who was,WP,VBD,VBD,HUM
what,what sport,WDT,NN,VBN,ENTY
,,,,NN,HUM
when,when was,WRB,VBD,VBD,NUM
what,what are,WP,VBP,VBP,DESC
how,how much,WRB,JJ,VB,NUM
what,what year,WDT,NN,VBD,NUM
how,how many,WRB,JJ,VB,NUM
how,how many,WRB,JJ,VBP,NUM
,,,,VBN,HUM
what,what concerts,WDT,NNS,VBN,ENTY
what,what is,WP,VBZ,VBZ,HUM
what,what are,WP,VBP,VBP,DESC
how,how old,WRB,JJ,VBZ,NUM
what,what are,WP,VBP,VBP,HUM
what,what were,WP,VBD,VBD,ENTY
where,where can,WRB,MD,VB,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what country,WDT,NN,VBZ,LOC
what,what does,WP,VBZ,NN,ABBR
what,what river,WDT,NN,VBZ,LOC
which,which airplane,WDT,NN,VB,ENTY
what,what is,WP,VBZ,VBZ,DESC
why,why is,WRB,VBZ,VBZ,DESC
what,what college,WDT,NN,VBZ,HUM
what,what does,WP,VBZ,VB,ABBR
how,how close,WRB,JJ,VBD,DESC
,,,,VB,ENTY
who,who was,WP,VBD,VBD,HUM
what,what doctor,WDT,NN,VBZ,HUM
how,how do,WRB,VBP,VB,DESC
what,what are,WP,VBP,VBP,NUM
who,who founded,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
what,what was,WP,VBD,VBD,ENTY
what,what are,WP,VBP,VBP,HUM
what,what are,WP,VBP,VBP,NUM
what,what ill,WP,RB,VBD,HUM
what,what \'s,WP,VBZ,VBZ,NUM
where,where does,WRB,VBZ,VB,LOC
who,who invented,WP,VBD,VBD,HUM
where,where can,WRB,MD,VB,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what u.s.,WP,NNP,VBD,HUM
what,what are,WP,VBP,VBP,ENTY
what,what playing,WDT,VBG,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,HUM
how,how many,WRB,JJ,VBN,NUM
what,what two,WP,CD,VBN,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what nationality,WDT,NN,VBZ,LOC
what,what are,WP,VBP,VBP,DESC
that,that is,WDT,VBZ,VB,ENTY
that,what architect that were,WDT,VBD,VBD,HUM
how,how many,WRB,JJ,VBN,NUM
which,which thrilled,WDT,VBD,NN,ENTY
what,what animal,WDT,NN,VBP,ENTY
what,what is,WP,VBZ,VBZ,DESC
when,when was,WRB,VBD,VBD,NUM
what,how do what is,WP,VBZ,VB,DESC
how,how do,WRB,VBP,VB,DESC
where,where on,WRB,IN,VB,LOC
what,what was,WP,VBD,VBD,LOC
what,what was,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,DESC
who,who shared,WP,VBD,VBD,HUM
what,what \'s,WP,VBZ,VBZ,ENTY
what,what prison,WDT,NN,VBN,LOC
what,what country,WDT,NN,VBN,LOC
what,what is,WP,VBZ,VBZ,DESC
which,which a,WDT,DT,VBZ,ENTY
what,what are,WP,VBP,VBP,ENTY
that,what product that says,WDT,VBZ,VBZ,ENTY
who,who is,WP,VBZ,VBZ,HUM
what,what hall,WP,NNP,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what does,WP,VBZ,NN,ABBR
what,what river,WDT,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
where,where is,WRB,VBZ,VBZ,LOC
what,what do,WP,VBP,VB,DESC
what,what political,WDT,JJ,VBZ,HUM
what,what was,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,HUM
what,what \'s,WP,VBZ,VBZ,LOC
what,what did,WP,VBD,VBP,ENTY
what,what is,WP,VBZ,VBZ,NUM
who,what was who was,WP,VBD,VBD,HUM
what,what did,WP,VBD,VB,ENTY
what,what will,WP,MD,VBP,NUM
what,what city,WDT,NN,VBN,LOC
who,who directed,WP,VBD,VBD,HUM
what,what ?,WP,.,VBZ,ABBR
what,what is,WP,VBZ,VBZ,DESC
what,what was,WP,VBD,VBD,ENTY
who,what two who fought,WP,VBD,VBP,HUM
where,where in,WRB,IN,VB,LOC
what,what country,WDT,NN,VBD,LOC
what,what is,WP,VBZ,VBZ,NUM
what,what was,WP,VBD,VBD,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what substance,WDT,NN,VBD,ENTY
what,what are,WP,VBP,VBP,DESC
how,how can,WRB,MD,VB,DESC
what,what fast,WDT,JJ,VBN,ENTY
what,what effect,WDT,NN,VB,DESC
how,how many,WRB,JJ,VBD,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what year,WDT,NN,VBD,NUM
how,how do,WRB,VBP,VB,DESC
,,,,NN,HUM
how,how many,WRB,JJ,VBN,NUM
what,what tv,WP,NN,VBD,HUM
what,what are,WP,VBP,VBP,DESC
that,what is that the,WDT,DT,VBZ,LOC
what,what baseball,WDT,NN,VBN,HUM
who,who killed,WP,VBD,VBD,HUM
what,what \'s,WP,VBZ,VBZ,ENTY
who,who was,WP,VBD,VBD,HUM
what,what hockey,WDT,NN,VB,HUM
what,what series,WDT,NN,VBD,ENTY
what,what ivy,WP,NNP,VBZ,HUM
who,who invented,WP,VBD,VBD,HUM
how,how wide,WRB,JJ,VBZ,NUM
how,how is,WRB,VBZ,VBZ,DESC
what,what was,WP,VBD,VBD,ENTY
that,who wrote that starts,WDT,VBZ,VBD,HUM
when,what singer when the,WRB,DT,VBD,HUM
how,how did,WRB,VBD,NN,DESC
who,who was,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBD,NUM
who,who is,WP,VBZ,VBZ,HUM
who,who is,WP,VBZ,VBZ,HUM
who,who thought,WP,VBD,VBD,HUM
who,who created,WP,VBD,VBD,HUM
how,how do,WRB,VBP,VB,DESC
what,what celestial,WDT,JJ,VBZ,LOC
what,that runs what ?,WP,.,VBN,ENTY
that,what was that seized,WDT,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what did,WP,VBD,NN,ENTY
what,what is,WP,VBZ,VBZ,DESC
,,,,NN,HUM
what,what country,WDT,NN,VBZ,LOC
what,what should,WP,MD,VB,DESC
what,what dropped,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what two,WP,CD,VBD,HUM
what,what record,WDT,NN,VBN,HUM
where,where do,WRB,VBP,VB,LOC
what,what is,WP,VBZ,VBZ,DESC
that,what is that violates,WDT,VBZ,VBZ,ENTY
what,what fast,WDT,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what does,WP,VBZ,VB,ENTY
what,what city,WDT,NN,VBZ,LOC
what,what can,WP,MD,VB,ENTY
how,how is,WRB,VBZ,VBN,DESC
what,what city,WDT,NN,VBD,LOC
what,what \'s,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what london,WP,NNP,VBZ,LOC
what,what city,WDT,NN,VBN,LOC
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,DESC
when,who else when george,WRB,NNP,VBN,HUM
how,how long,WRB,RB,RB,NUM
what,what two,WP,CD,VBD,ENTY
how,how many,WRB,JJ,VBP,NUM
what,what kind,WDT,NN,VBN,ENTY
what,what is,WP,VBZ,VBZ,ENTY
how,how do,WRB,VBP,VB,DESC
what,what amount,WDT,NN,VBP,NUM
how,how do,WRB,VBP,VB,DESC
who,who was who signed,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBZ,NUM
how,how many,WRB,JJ,VBN,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what movie,WP,NN,VBD,ENTY
what,what state,WDT,NN,VBZ,LOC
what,what was,WP,VBD,VBD,ENTY
where,where can,WRB,MD,VB,LOC
who,who is,WP,VBZ,VBZ,HUM
that,who is that is,WDT,VBZ,VBZ,HUM
what,what are,WP,VBP,VBP,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
where,where is,WRB,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
where,where are,WRB,VBP,VBP,LOC
who,who wrote,WP,VBD,VBD,HUM
what,what country,WP,NN,VB,LOC
what,what are,WP,VBP,VBP,LOC
what,what does,WP,VBZ,VB,ENTY
why,why did,WRB,VBD,VB,DESC
what,what is,WP,VBZ,VBZ,HUM
what,what two,WP,CD,VBN,ENTY
who,who is,WP,VBZ,VBZ,HUM
what,what does,WP,VBZ,VB,ABBR
which,which infectious,WDT,JJ,VBZ,ENTY
what,what month,WDT,NN,VB,NUM
what,what manufacturers,WDT,NNS,VBP,HUM
who,who are,WP,VBP,VBP,HUM
who,who played,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
where,where were,WRB,VBD,VBD,LOC
where,where is,WRB,VBZ,VBZ,LOC
which,which honecker,WDT,NNP,VB,LOC
what,what u.s.,WP,NNP,VBP,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what are,WP,VBP,VBP,LOC
what,what tv,WP,NN,VBD,HUM
what,what are,WP,VBP,VBP,DESC
where,where can,WRB,MD,VB,LOC
what,what university,WP,NN,VBD,HUM
what,what u.s.,WP,NNP,VB,LOC
who,who have,WP,VBP,VBN,HUM
what,what sort,WP,NN,VBD,ENTY
who,who played,WP,VBD,VBD,HUM
what,what \'s,WP,VBZ,VBZ,LOC
why,why is,WRB,VBZ,VBZ,DESC
where,where is,WRB,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBG,DESC
what,what \'s,WP,VBZ,VBZ,ENTY
what,what was,WP,VBD,VBD,DESC
when,when was,WRB,VBD,VBN,NUM
what,what do,WP,VBP,VB,DESC
,,,,VBN,HUM
what,what does,WP,VBZ,NN,ABBR
who,who is,WP,VBZ,VBZ,HUM
what,what four,WP,CD,MD,ENTY
what,what is,WP,VBZ,VBZ,HUM
what,what two,WP,CD,VBD,ENTY
how,how much,WRB,JJ,VBN,NUM
what,what percentage,WDT,NN,VBN,NUM
that,what is that is,WDT,VBZ,VBZ,DESC
what,what date,WDT,NN,VBZ,NUM
how,how many,WRB,JJ,VBZ,NUM
what,what 1953,WP,CD,VBD,ENTY
how,how many,WRB,JJ,VBN,NUM
what,what type,WDT,NN,VB,DESC
who,who invented,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what was,WP,VBD,VBD,LOC
what,what was,WP,VBD,VBD,ENTY
what,what century,WDT,NN,NN,NUM
who,who wrote,WP,VBD,VBD,HUM
what,what are,WP,VBP,VBP,ENTY
what,what are,WP,VBP,VBP,DESC
who,who is,WP,VBZ,VBZ,HUM
what,what debts,WDT,NNS,VB,NUM
which,which u.s.,WDT,NNP,VBN,HUM
who,what is who hates,WP,VBZ,VBZ,ENTY
that,what did that measured,WDT,VBN,VBP,ENTY
what,what college,WDT,NN,VB,HUM
where,where are,WRB,VBP,VBP,LOC
where,where did,WRB,VBD,VB,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what tom,WP,NNP,VBZ,ENTY
what,what cooking,WDT,VBG,VBZ,ENTY
what,what is,WP,VBZ,VBZ,NUM
how,how many,WRB,JJ,VBP,NUM
how,how many,WRB,JJ,VB,NUM
how,how many,WRB,JJ,VBP,NUM
where,what is that describes where only,WRB,RB,VBZ,ENTY
who,who made,WP,VBD,VBD,HUM
what,what measures,WDT,NNS,VB,ENTY
what,what are,WP,VBP,VBP,ENTY
how,how many,WRB,JJ,VBZ,NUM
how,how do,WRB,VBP,VBP,DESC
what,what general,WDT,JJ,VBP,LOC
how,how do,WRB,VBP,VB,DESC
what,who represented what was,WP,VBD,VBD,HUM
what,what do,WP,VBP,VB,ENTY
what,what organization,WDT,NN,VBZ,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what tv,WDT,NN,VBP,ENTY
what,what does,WP,VBZ,JJ,DESC
that,what was that saw,WDT,VBD,VBD,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what football,WDT,NN,VBD,ENTY
who,who was,WP,VBD,VBD,HUM
who,who is,WP,VBZ,VBZ,HUM
what,what year,WDT,NN,VB,NUM
what,what racehorse,WDT,NN,VBD,ENTY
what,what are,WP,VBP,VBZ,DESC
what,what does,WP,VBZ,VBZ,ENTY
who,who is,WP,VBZ,VBZ,HUM
what,what medium,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what robust,WP,JJ,VBD,HUM
what,what are,WP,VBP,VBP,ENTY
what,what cause,WDT,NN,VB,DESC
what,what nation,WDT,NN,VBN,LOC
that,that is,WDT,VBZ,VB,LOC
what,what does,WP,VBZ,VB,ABBR
what,what government,WDT,NN,NN,HUM
what,what drink,WP,NN,VBN,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what seven,WP,CD,VBP,NUM
who,what was who played,WP,VBD,VBD,HUM
where,where is,WRB,VBZ,VBZ,LOC
who,who held,WP,VBD,VBD,HUM
what,what did,WP,VBD,VBP,HUM
what,what percentage,WDT,NN,NN,NUM
why,why is,WRB,VBZ,VBZ,DESC
what,what part,WDT,NN,VBZ,LOC
who,who are,WP,VBP,VBP,HUM
what,what film,WDT,NN,VBZ,ENTY
who,who created,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
how,how can,WRB,MD,VB,DESC
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,NUM
who,who made,WP,VBD,VBD,HUM
what,what man,WDT,NN,VBZ,LOC
who,who liberated,WP,VBD,VBD,HUM
what,what river,WDT,NN,VBN,LOC
what,what \'s,WP,VBZ,VBZ,NUM
what,what country,WDT,NN,VBN,LOC
where,where are,WRB,VBP,VBP,LOC
what,what is,WP,VBZ,VBZ,NUM
how,how does,WRB,VBZ,JJ,DESC
what,what city,WDT,NN,VB,LOC
what,what is,WP,VBZ,VBZ,NUM
what,what are,WP,VBP,VBP,DESC
what,what rabbit,WDT,NN,VBD,ENTY
what,what ?,WP,.,VBN,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what actor,WDT,NN,VBZ,HUM
how,how many,WRB,JJ,VBP,NUM
what,what holidays,WDT,NNS,VBN,ENTY
who,who appointed,WP,VBD,VBD,HUM
why,why do,WRB,VBP,VB,DESC
what,what does,WP,VBZ,VB,ABBR
what,what soda,WDT,NN,VB,ENTY
why,why do,WRB,VBP,VB,DESC
where,where can,WRB,MD,VB,LOC
what,what exactly,WP,RB,VBZ,DESC
what,what are,WP,VBP,VBP,LOC
who,who is,WP,VBZ,VBZ,HUM
what,what english,WP,JJ,VBD,HUM
what,what river,WDT,NN,VBZ,LOC
what,what kind,WDT,NN,VBN,ENTY
when,when did,WRB,VBD,VB,NUM
what,what does,WP,VBZ,VB,ENTY
what,what exactly,WP,RB,VB,DESC
when,when was,WRB,VBD,VBD,NUM
how,how many,WRB,JJ,VBN,NUM
what,what time,WDT,NN,VBZ,NUM
what,what does,WP,VBZ,NN,DESC
what,what \'s,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what tennis,WDT,NN,VBZ,HUM
how,how do,WRB,VBP,VB,DESC
what,what non,WDT,JJ,VBN,HUM
how,how many,WRB,JJ,VBP,NUM
how,how many,WRB,JJ,VBP,NUM
how,how big,WRB,JJ,VBZ,NUM
what,what color,WDT,NN,VBN,ENTY
what,what ?,WP,.,VBN,ENTY
what,what was,WP,VBD,VBD,NUM
how,how can,WRB,MD,VB,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what mountain,WDT,NN,VBZ,LOC
what,what late,WDT,JJ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
who,who founded,WP,VBD,VBD,HUM
what,what \'s,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBD,NUM
who,who \'s,WP,VBZ,VBZ,HUM
what,what bestselling,WP,VBG,VBD,HUM
what,what does,WP,VBZ,VB,DESC
what,what south,WP,JJ,VBN,HUM
what,what \'s,WP,VBZ,VBZ,DESC
how,how old,WRB,JJ,VBZ,NUM
when,when was,WRB,VBD,VBD,NUM
what,what ability,WP,NN,VBN,ENTY
what,what do,WP,VBP,VB,DESC
how,how many,WRB,JJ,NN,NUM
what,what is,WP,VBZ,VBZ,NUM
what,how does what mineral,WP,NN,VB,DESC
who,who won,WP,VBD,VBD,HUM
who,who spoke,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what was,WP,VBD,VBD,HUM
how,how do,WRB,VBP,VB,DESC
what,what do,WP,VBP,VB,DESC
,,,,VB,HUM
what,what are,WP,VBP,VBP,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what robert,WP,NNP,VBN,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what was,WP,VBD,VBD,DESC
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
who,who wrote,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,NUM
what,what are,WP,VBP,VBP,DESC
what,what \'s,WP,VBZ,VBZ,DESC
,,,,NN,ENTY
what,what 1981,WP,CD,VBD,ENTY
who,who is,WP,VBZ,VBZ,HUM
who,who founded,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what does,WP,VBZ,VB,DESC
who,who said,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what does,WP,VBZ,VBZ,ABBR
what,what is,WP,VBZ,VBZ,ENTY
what,what frederick,WP,NNP,VBZ,ENTY
what,what makes,WP,VBZ,VBZ,DESC
what,what was,WP,VBD,VBD,ENTY
how,how much,WRB,JJ,IN,NUM
what,what \'s,WP,VBZ,VBZ,HUM
,,,,NN,HUM
how,how long,WRB,JJ,VBZ,NUM
that,what do that contains,WDT,VBZ,VB,ENTY
what,what color,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,LOC
what,what was,WP,VBD,VBD,NUM
where,where is,WRB,VBZ,VBZ,LOC
where,where was,WRB,VBD,VBN,LOC
how,how can,WRB,MD,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
where,where does,WRB,VBZ,VB,LOC
when,how old when the,WRB,DT,VBD,NUM
what,what \'s,WP,VBZ,VBZ,ENTY
what,what landmark,WDT,NN,VBN,LOC
what,what do,WP,VBP,VB,ENTY
how,how many,WRB,JJ,VBZ,NUM
what,what are,WP,VBP,VBP,LOC
what,what is,WP,VBZ,VBZ,DESC
which,which company,WDT,NN,VBN,HUM
what,what 1942,WP,CD,NN,ENTY
what,what nationality,WDT,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
why,why does,WRB,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,NUM
who,who invented,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,HUM
,,,,VBD,HUM
how,how much,WRB,JJ,VBZ,NUM
,,,,VB,HUM
what,what is,WP,VBZ,VBZ,ENTY
how,how does how you,WRB,PRP,VB,DESC
where,where did,WRB,VBD,VB,LOC
what,what does,WP,VBZ,VB,DESC
what,what animal,WDT,NN,VBD,ENTY
what,what island,WP,NN,VBZ,LOC
who,who declared,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
how,how do,WRB,VBP,VB,DESC
how,how many,WRB,JJ,VBN,NUM
how,how can,WRB,MD,VB,DESC
what,what \'s,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,NUM
what,what does,WP,VBZ,VB,ABBR
what,what is,WP,VBZ,VBZ,ENTY
how,how is,WRB,VBZ,VBZ,DESC
what,what are,WP,VBP,VBP,ENTY
when,what book when he,WRB,PRP,VBG,ENTY
how,how do,WRB,VBP,VB,DESC
which,which former,WDT,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,ABBR
what,what joins,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what color,WDT,NN,VBP,ENTY
what,what does,WP,VBZ,NN,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what country,WDT,NN,VBZ,LOC
what,what color,WDT,NN,VBP,ENTY
what,what do,WP,VBP,VB,ENTY
who,who was who played,WP,VBD,VBD,HUM
what,what city,WDT,NN,VB,LOC
where,where did,WRB,VBD,VB,LOC
what,what \'s,WP,VBZ,VBZ,ENTY
what,what task,WDT,NN,VB,HUM
what,what is,WP,VBZ,JJ,NUM
what,what are,WP,VBP,VBP,LOC
what,what new,WP,NNP,VBD,HUM
where,where can,WRB,MD,VB,LOC
how,how much,WRB,JJ,VBZ,NUM
why,why do,WRB,VBP,VB,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what was,WP,VBD,VBD,HUM
what,what spider,WP,NN,VBZ,ENTY
what,what does,WP,VBZ,VB,DESC
what,what vehicles,WDT,NNS,VBN,ENTY
how,how big,WRB,JJ,VBZ,NUM
what,what does,WP,VBZ,VB,ENTY
how,how do,WRB,VBP,VB,DESC
what,what animal,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what countries,WDT,NNS,VBP,LOC
who,who makes,WP,VBZ,VBZ,HUM
what,what director,WDT,NN,VBD,HUM
what,what are,WP,VBP,VBP,HUM
what,what british,WP,JJ,VBD,ENTY
what,what does,WP,VBZ,VB,DESC
who,who accompanied,WP,VBD,VBD,HUM
what,what does,WP,VBZ,NN,DESC
that,that use,WDT,VBP,VB,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what world,WP,NNP,VBD,HUM
how,how can,WRB,MD,VB,DESC
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what country,WP,NN,VBZ,LOC
what,what broadway,WP,NNP,VBD,ENTY
what,what is,WP,VBZ,VBZ,DESC
where,where could,WRB,MD,VB,LOC
what,what product,WDT,NN,VBP,ENTY
what,when not what does,WP,VBZ,VB,HUM
how,how do,WRB,VBP,VB,DESC
what,what occupation,WDT,NN,VBZ,HUM
what,what drink,WP,NN,VBZ,ENTY
where,where is,WRB,VBZ,VBZ,LOC
how,how loud,WRB,JJ,VBZ,NUM
what,what california,WP,NNP,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
who,who is,WP,VBZ,VBZ,HUM
who,who was,WP,VBD,VBD,HUM
where,where did,WRB,VBD,VB,DESC
that,what facial that none,WDT,NN,VBD,DESC
who,who is,WP,VBZ,VBZ,HUM
what,what are,WP,VBP,VBP,HUM
how,how much,WRB,JJ,VB,NUM
what,what is,WP,VBZ,VBZ,NUM
where,where is,WRB,VBZ,VBZ,LOC
how,how do,WRB,VBP,VBP,DESC
how,how many,WRB,JJ,VBD,NUM
how,how many,WRB,JJ,VBN,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what ``,WP,``,VBN,ENTY
who,who did,WP,VBD,VBD,HUM
what,what kind,WDT,NN,VBZ,ENTY
when,when was,WRB,VBD,VBD,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what are,WP,VBP,VBP,DESC
what,what scandinavian,WDT,JJ,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what do,WP,VBP,VBP,DESC
what,what are,WP,VBP,VBP,ENTY
how,how long,WRB,RB,VB,NUM
where,where can,WRB,MD,VB,LOC
what,what city,WDT,NN,VBZ,LOC
who,who is,WP,VBZ,VBZ,HUM
how,how long,WRB,JJ,VBD,NUM
what,what country,WDT,NN,VBZ,LOC
where,where did,WRB,VBD,RB,LOC
why,why was,WRB,VBD,VBN,DESC
how,how do,WRB,VBP,VB,DESC
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what nuclear,WDT,JJ,VBZ,DESC
what,what \'s,WP,VBZ,VBZ,NUM
what,what card,WDT,NN,VBD,ENTY
what,what \'s,WP,VBZ,VBZ,ENTY
what,what does,WP,VBZ,VB,ENTY
how,how many,WRB,JJ,NN,NUM
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBP,NUM
which,which mayonnaise,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what instrument,WDT,NN,NN,ENTY
what,what knighted,WP,VBD,VBZ,HUM
what,what eating,WP,VBG,VBN,ENTY
what,what football,WDT,NN,VBN,HUM
what,what businesses,WDT,NNS,VBN,HUM
what,what does,WP,VBZ,NN,DESC
when,when did,WRB,VBD,VBP,NUM
where,where did,WRB,VBD,VBP,LOC
what,what do,WP,VBP,VB,ENTY
what,what was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what country,WP,NN,VBZ,LOC
what,what new,WP,NNP,VBZ,LOC
what,what is,WP,VBZ,VBZ,ABBR
what,what year,WDT,NN,VBD,NUM
who,who markets,WP,VBZ,VBZ,HUM
what,what did,WP,VBD,VB,ENTY
where,where are,WRB,VBP,VBP,LOC
what,what animal,WDT,NN,VBN,ENTY
how,how many,WRB,JJ,VBP,NUM
what,what were,WP,VBD,VBD,ENTY
who,who co,WP,NNP,NNP,HUM
where,where can,WRB,MD,VB,LOC
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBN,ENTY
how,how do,WRB,VBP,VB,DESC
when,when was,WRB,VBD,VBD,NUM
